label	sublabel	description	x	y	cluster	weight
"maximum power point tracking; partial shading condition; photovoltaic module; mppt; pv array"	116	"<table><tr><td>Micro-level field;</td><td>857</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>solar energy; ieee industrial electronics society; ieee photovoltaic specialists conference; renewable energy; energy procedia</td></tr><tr><td>Terms;</td><td>maximum power point tracking; partial shading condition; photovoltaic module; mppt; pv array</td></tr></table>"	0.8707	0.2242	5	116
"in ga; cu2znsn; sse; cu2znsns4 thin film; cuinse2"	110	"<table><tr><td>Micro-level field;</td><td>208</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>thin solid films; ieee photovoltaic specialists conference; solar energy materials and solar cells; journal of alloys and compounds; journal of applied physics</td></tr><tr><td>Terms;</td><td>in ga; cu2znsn; sse; cu2znsns4 thin film; cuinse2</td></tr></table>"	0.7387	-0.5335	3	110
"organic rankine cycle; orc; liquefied natural gas; lng; kalina cycle"	110	"<table><tr><td>Micro-level field;</td><td>1752</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy; energy conversion and management; applied thermal engineering; energy procedia; applied energy</td></tr><tr><td>Terms;</td><td>organic rankine cycle; orc; liquefied natural gas; lng; kalina cycle</td></tr></table>"	0.6928	-0.2069	3	110
"conductivity; rheological behavior; direct absorption solar collector; viscosity; ethylene glycol"	109	"<table><tr><td>Micro-level field;</td><td>1441</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of heat and mass transfer; international communications in heat and mass transfer; applied thermal engineering; journal of thermal analysis and calorimetry; heat and mass transfer</td></tr><tr><td>Terms;</td><td>conductivity; rheological behavior; direct absorption solar collector; viscosity; ethylene glycol</td></tr></table>"	0.7188	-0.2293	3	109
"near field radiative heat transfer; thermophotovoltaic application; surface phonon polariton; thermal radiation; selective emitter"	103	"<table><tr><td>Micro-level field;</td><td>2933</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; physical review b; optics express; proceedings of spie; journal of quantitative spectroscopy & radiative transfer</td></tr><tr><td>Terms;</td><td>near field radiative heat transfer; thermophotovoltaic application; surface phonon polariton; thermal radiation; selective emitter</td></tr></table>"	0.9133	-0.3785	3	103
"liquid liquid interface; lead; electrochemical microscopy; bismuth film electrode; ion transfer"	102	"<table><tr><td>Micro-level field;</td><td>804</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of electroanalytical chemistry; electroanalysis; analytical chemistry; electrochimica acta; electrochemistry communications</td></tr><tr><td>Terms;</td><td>liquid liquid interface; lead; electrochemical microscopy; bismuth film electrode; ion transfer</td></tr></table>"	0.2875	-0.5225	3	102
"supercapacitor; high performance supercapacitor; graphene; electrode material; carbon"	101	"<table><tr><td>Micro-level field;</td><td>71</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>electrochimica acta; journal of power sources; journal of materials chemistry a; rsc advances; journal of alloys and compounds</td></tr><tr><td>Terms;</td><td>supercapacitor; high performance supercapacitor; graphene; electrode material; carbon</td></tr></table>"	0.6443	-0.5278	3	101
"cation distribution; sol gel auto combustion method; nickel ferrite; structural; nanocrystalline"	100	"<table><tr><td>Micro-level field;</td><td>422</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of magnetism and magnetic materials; journal of alloys and compounds; journal of applied physics; ceramics international; aip conference proceedings</td></tr><tr><td>Terms;</td><td>cation distribution; sol gel auto combustion method; nickel ferrite; structural; nanocrystalline</td></tr></table>"	0.7264	-0.5189	3	100
"photon absorption; second harmonic generation microscopy; multiphoton microscopy; collagen; photon excited fluorescence"	95	"<table><tr><td>Micro-level field;</td><td>1343</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; optics express; journal of biomedical optics; optics letters; biomedical optics express</td></tr><tr><td>Terms;</td><td>photon absorption; second harmonic generation microscopy; multiphoton microscopy; collagen; photon excited fluorescence</td></tr></table>"	0.3193	-0.5556	3	95
"solid oxide fuel cell; proton; sofc; intermediate temperature solid oxide fuel cell; zirconia"	94	"<table><tr><td>Micro-level field;</td><td>57</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of power sources; solid state ionics; ecs transactions; international journal of hydrogen energy; journal of the electrochemical society</td></tr><tr><td>Terms;</td><td>solid oxide fuel cell; proton; sofc; intermediate temperature solid oxide fuel cell; zirconia</td></tr></table>"	0.7132	-0.5183	3	94
"direct asymmetric aldol reaction; samarium diiodide; aldol reaction; asymmetric michael addition; spongistatin"	89	"<table><tr><td>Micro-level field;</td><td>2</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>tetrahedron letters; journal of organic chemistry; organic letters; tetrahedron; synlett</td></tr><tr><td>Terms;</td><td>direct asymmetric aldol reaction; samarium diiodide; aldol reaction; asymmetric michael addition; spongistatin</td></tr></table>"	0.0226	-0.7308	3	89
"induction generator; variable speed wind turbine; dfig; wind turbine; wind energy conversion system"	88	"<table><tr><td>Micro-level field;</td><td>639</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee power and energy society general meeting pesgm; ieee transactions on energy conversion; ieee industrial electronics society; iet renewable power generation; renewable energy</td></tr><tr><td>Terms;</td><td>induction generator; variable speed wind turbine; dfig; wind turbine; wind energy conversion system</td></tr></table>"	0.8731	0.234	5	88
"microgel; volume phase transition; polymer gel; sensitive hydrogel; hydrogel"	87	"<table><tr><td>Micro-level field;</td><td>321</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of applied polymer science; macromolecules; polymer; soft matter; langmuir</td></tr><tr><td>Terms;</td><td>microgel; volume phase transition; polymer gel; sensitive hydrogel; hydrogel</td></tr></table>"	0.3241	-0.4814	3	87
"manganite; perovskite manganite; la1; charge; magnetocaloric effect"	79	"<table><tr><td>Micro-level field;</td><td>395</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review b; journal of magnetism and magnetic materials; journal of applied physics; applied physics letters; physica b-condensed matter</td></tr><tr><td>Terms;</td><td>manganite; perovskite manganite; la1; charge; magnetocaloric effect</td></tr></table>"	0.8095	-0.5295	3	79
"solar air heater; rib; tube heat exchanger; constructal design; dimple"	79	"<table><tr><td>Micro-level field;</td><td>838</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of heat and mass transfer; applied thermal engineering; international journal of thermal sciences; journal of heat transfer-transactions of the asme; heat and mass transfer</td></tr><tr><td>Terms;</td><td>solar air heater; rib; tube heat exchanger; constructal design; dimple</td></tr></table>"	0.7191	-0.224	3	79
"thermal comfort; model predictive control; hvac system; indoor air quality; fault detection"	76	"<table><tr><td>Micro-level field;</td><td>146</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy and buildings; building and environment; energy procedia; applied energy; ashrae transactions</td></tr><tr><td>Terms;</td><td>thermal comfort; model predictive control; hvac system; indoor air quality; fault detection</td></tr></table>"	0.5679	0.1291	3	76
"emulsion; high internal phase emulsion; liquid marble; foam; janus particle"	75	"<table><tr><td>Micro-level field;</td><td>1703</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>langmuir; soft matter; journal of colloid and interface science; colloids and surfaces a-physicochemical and engineering aspects; journal of chemical physics</td></tr><tr><td>Terms;</td><td>emulsion; high internal phase emulsion; liquid marble; foam; janus particle</td></tr></table>"	0.4932	-0.4658	3	75
"silica; femtosecond laser pulse; damage; transparent material; dielectric"	73	"<table><tr><td>Micro-level field;</td><td>556</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; applied surface science; applied physics a-materials science & processing; optics express; applied physics letters</td></tr><tr><td>Terms;</td><td>silica; femtosecond laser pulse; damage; transparent material; dielectric</td></tr></table>"	0.8298	-0.4157	3	73
"hydrogen adsorption; single walled carbon nanotube; physisorption; molecular hydrogen; zeolite"	72	"<table><tr><td>Micro-level field;</td><td>2242</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of hydrogen energy; journal of physical chemistry c; physical review b; carbon; journal of chemical physics</td></tr><tr><td>Terms;</td><td>hydrogen adsorption; single walled carbon nanotube; physisorption; molecular hydrogen; zeolite</td></tr></table>"	0.6403	-0.5251	3	72
"carbon carbon composite; ultra high temperature ceramic; ablation; ablation resistance; zrb2 sic"	70	"<table><tr><td>Micro-level field;</td><td>1760</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ceramics international; journal of the european ceramic society; carbon; journal of the american ceramic society; journal of alloys and compounds</td></tr><tr><td>Terms;</td><td>carbon carbon composite; ultra high temperature ceramic; ablation; ablation resistance; zrb2 sic</td></tr></table>"	0.7675	-0.4399	3	70
"reflectarray; liquid crystal technology; broadband reflectarray antenna"	69	"<table><tr><td>Micro-level field;</td><td>2743</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee antennas and propagation society international symposium; ieee transactions on antennas and propagation; ieee antennas and wireless propagation letters; proceedings of the european conference on antennas and propagation; microwave and optical technology letters</td></tr><tr><td>Terms;</td><td>reflectarray; liquid crystal technology; broadband reflectarray antenna</td></tr></table>"	1.021	-0.0006	5	69
"freeze casting; cordierite; porous sic ceramic; wood; woodceramic"	67	"<table><tr><td>Micro-level field;</td><td>1835</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ceramics international; journal of the european ceramic society; journal of the american ceramic society; key engineering materials; advanced materials research</td></tr><tr><td>Terms;</td><td>freeze casting; cordierite; porous sic ceramic; wood; woodceramic</td></tr></table>"	0.6757	-0.4703	3	67
"co2; carbon dioxide; formic acid; dimethyl carbonate; cycloaddition"	66	"<table><tr><td>Micro-level field;</td><td>1398</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>green chemistry; chemical communications; rsc advances; angewandte chemie-international edition; journal of the american chemical society</td></tr><tr><td>Terms;</td><td>co2; carbon dioxide; formic acid; dimethyl carbonate; cycloaddition</td></tr></table>"	0.3129	-0.6444	3	66
"spin; spin glass; mixed spin; magnetic property; blume capel model"	64	"<table><tr><td>Micro-level field;</td><td>642</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review e; physical review b; physica a-statistical mechanics and its applications; journal of magnetism and magnetic materials; physical review letters</td></tr><tr><td>Terms;</td><td>spin; spin glass; mixed spin; magnetic property; blume capel model</td></tr></table>"	0.8147	-0.3434	3	64
"molten salt; iii; electrodeposition; electrochemical reduction; uranium"	62	"<table><tr><td>Micro-level field;</td><td>1989</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of the electrochemical society; journal of nuclear materials; electrochimica acta; journal of alloys and compounds; ecs transactions</td></tr><tr><td>Terms;</td><td>molten salt; iii; electrodeposition; electrochemical reduction; uranium</td></tr></table>"	0.7441	-0.4764	3	62
"czochralski silicon; oxygen precipitation; dislocation; vacancy; screen"	60	"<table><tr><td>Micro-level field;</td><td>252</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of applied physics; ieee photovoltaic specialists conference; energy procedia; solar energy materials and solar cells; applied physics letters</td></tr><tr><td>Terms;</td><td>czochralski silicon; oxygen precipitation; dislocation; vacancy; screen</td></tr></table>"	0.8114	-0.4677	3	60
"microchannel; critical heat flux; flow boiling; pool; nucleate pool"	56	"<table><tr><td>Micro-level field;</td><td>627</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of heat and mass transfer; applied thermal engineering; journal of heat transfer-transactions of the asme; experimental thermal and fluid science; international journal of refrigeration-revue internationale du froid</td></tr><tr><td>Terms;</td><td>microchannel; critical heat flux; flow boiling; pool; nucleate pool</td></tr></table>"	0.7184	-0.2318	3	56
"visceral leishmaniasis; psychodidae; viannia; phlebotominae; leishmania infantum"	55	"<table><tr><td>Micro-level field;</td><td>511</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources;</td><td>plos neglected tropical diseases; american journal of tropical medicine and hygiene; acta tropica; parasites & vectors; memorias do instituto oswaldo cruz</td></tr><tr><td>Terms;</td><td>visceral leishmaniasis; psychodidae; viannia; phlebotominae; leishmania infantum</td></tr></table>"	-0.6157	-0.2877	2	55
"probiotic bacterium; microencapsulation; kefir; viability; freeze"	53	"<table><tr><td>Micro-level field;</td><td>383</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>applied and environmental microbiology; lwt-food science and technology; international journal of food microbiology; journal of dairy science; journal of applied microbiology</td></tr><tr><td>Terms;</td><td>probiotic bacterium; microencapsulation; kefir; viability; freeze</td></tr></table>"	-0.5592	-0.2751	4	53
"aptamer; dna origami; colorimetric detection; microrna; thrombin"	52	"<table><tr><td>Micro-level field;</td><td>286</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>biosensors & bioelectronics; analytical chemistry; chemical communications; analyst; journal of the american chemical society</td></tr><tr><td>Terms;</td><td>aptamer; dna origami; colorimetric detection; microrna; thrombin</td></tr></table>"	0.1748	-0.5048	3	52
"self assembly; task allocation; modular robot; market; coalition formation"	52	"<table><tr><td>Micro-level field;</td><td>1928</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; ieee international conference on robotics and automation icra; ieee international conference on intelligent robots and systems; robotics and autonomous systems; proceedings of spie</td></tr><tr><td>Terms;</td><td>self assembly; task allocation; modular robot; market; coalition formation</td></tr></table>"	0.694	0.4175	5	52
"bit; sar adc; time interleaved adc; db sndr; continuous time delta sigma modulator"	48	"<table><tr><td>Micro-level field;</td><td>918</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee international symposium on circuits and systems; ieee journal of solid-state circuits; analog integrated circuits and signal processing; ieee transactions on circuits and systems i-regular papers; ieee transactions on circuits and systems ii-express briefs</td></tr><tr><td>Terms;</td><td>bit; sar adc; time interleaved adc; db sndr; continuous time delta sigma modulator</td></tr></table>"	0.9516	0.1675	5	48
"magnetoelectric effect; magnetization; multiferroic property; bifeo3 ceramic; bifeo3 thin film"	45	"<table><tr><td>Micro-level field;</td><td>341</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review b; applied physics letters; journal of applied physics; journal of alloys and compounds; journal of magnetism and magnetic materials</td></tr><tr><td>Terms;</td><td>magnetoelectric effect; magnetization; multiferroic property; bifeo3 ceramic; bifeo3 thin film</td></tr></table>"	0.8003	-0.5234	3	45
"degrees c; measurement; calibration; its; uncertainty"	44	"<table><tr><td>Micro-level field;</td><td>2201</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; international journal of thermophysics; metrologia; aip conference proceedings; applied optics</td></tr><tr><td>Terms;</td><td>degrees c; measurement; calibration; its; uncertainty</td></tr></table>"	0.8322	-0.3264	3	44
"ibx; iodoxybenzoic acid; diacetoxyiodo; tosyloxy; iodane"	43	"<table><tr><td>Micro-level field;</td><td>2085</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>tetrahedron letters; organic letters; journal of organic chemistry; synthetic communications; synlett</td></tr><tr><td>Terms;</td><td>ibx; iodoxybenzoic acid; diacetoxyiodo; tosyloxy; iodane</td></tr></table>"	0.0264	-0.7319	3	43
"degradation; potential induced degradation; soiling; pid; dust"	42	"<table><tr><td>Micro-level field;</td><td>2725</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee photovoltaic specialists conference; solar energy; world conference on photovoltaic energy conversion wcpec; proceedings of spie; solar energy materials and solar cells</td></tr><tr><td>Terms;</td><td>degradation; potential induced degradation; soiling; pid; dust</td></tr></table>"	0.681	-0.1852	3	42
"solar chimney power plant; natural draft dry cooling tower; wet cooling tower; tower; crosswind"	42	"<table><tr><td>Micro-level field;</td><td>3301</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied thermal engineering; energy conversion and management; international journal of heat and mass transfer; solar energy; energy</td></tr><tr><td>Terms;</td><td>solar chimney power plant; natural draft dry cooling tower; wet cooling tower; tower; crosswind</td></tr></table>"	0.6898	-0.1978	3	42
"light quality; greenhouse; diode; natural ventilation; led"	42	"<table><tr><td>Micro-level field;</td><td>1747</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>acta horticulturae; hortscience; scientia horticulturae; biosystems engineering; horttechnology</td></tr><tr><td>Terms;</td><td>light quality; greenhouse; diode; natural ventilation; led</td></tr></table>"	-0.1807	-0.2866	4	42
"band; mu m; cavity ring; photoacoustic spectroscopy; co2"	42	"<table><tr><td>Micro-level field;</td><td>1152</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of quantitative spectroscopy & radiative transfer; proceedings of spie; journal of molecular spectroscopy; applied physics b-lasers and optics; applied optics</td></tr><tr><td>Terms;</td><td>band; mu m; cavity ring; photoacoustic spectroscopy; co2</td></tr></table>"	0.8737	-0.3507	3	42
"chemiluminescence; photodegradation; light stabilizer; oxidation; phenolic antioxidant"	41	"<table><tr><td>Micro-level field;</td><td>1723</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>polymer degradation and stability; journal of applied polymer science; polymer testing; radiation physics and chemistry; journal of vinyl & additive technology</td></tr><tr><td>Terms;</td><td>chemiluminescence; photodegradation; light stabilizer; oxidation; phenolic antioxidant</td></tr></table>"	0.5194	-0.4564	3	41
"dna molecule; dna; charge transport; guanine; deoxyribonucleic acid"	41	"<table><tr><td>Micro-level field;</td><td>1776</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of physical chemistry b; journal of physical chemistry a; physical chemistry chemical physics; journal of the american chemical society; journal of chemical physics</td></tr><tr><td>Terms;</td><td>dna molecule; dna; charge transport; guanine; deoxyribonucleic acid</td></tr></table>"	0.3909	-0.6137	3	41
"excess molar volume; binary liquid mixture; state; density functional theory; excess enthalpy"	40	"<table><tr><td>Micro-level field;</td><td>174</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>dynamic systems and applications; journal of chemical and engineering data; journal of chemical thermodynamics; journal of chemical physics; industrial & engineering chemistry research</td></tr><tr><td>Terms;</td><td>excess molar volume; binary liquid mixture; state; density functional theory; excess enthalpy</td></tr></table>"	0.5108	-0.4307	3	40
"video summarization; shot boundary detection; sports video; key frame extraction; video"	38	"<table><tr><td>Micro-level field;</td><td>1579</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; proceedings of spie; multimedia tools and applications; ieee international conference on image processing icip; ieee transactions on multimedia</td></tr><tr><td>Terms;</td><td>video summarization; shot boundary detection; sports video; key frame extraction; video</td></tr></table>"	0.6194	0.4757	5	38
"phase retrieval; x ray phase contrast; intensity equation; transport; ptychography"	32	"<table><tr><td>Micro-level field;</td><td>852</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; optics express; aip conference proceedings; journal of synchrotron radiation; nuclear instruments & methods in physics research section a-accelerators spectrometers detectors and associated equipment</td></tr><tr><td>Terms;</td><td>phase retrieval; x ray phase contrast; intensity equation; transport; ptychography</td></tr></table>"	0.7532	-0.3477	3	32
"trifluoromethylation; fluorination; gem difluoroalkene; vinylidene fluoride; electrophilic fluorination"	31	"<table><tr><td>Micro-level field;</td><td>785</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of fluorine chemistry; organic letters; journal of organic chemistry; tetrahedron letters; angewandte chemie-international edition</td></tr><tr><td>Terms;</td><td>trifluoromethylation; fluorination; gem difluoroalkene; vinylidene fluoride; electrophilic fluorination</td></tr></table>"	0.028	-0.7311	3	31
"metamaterial absorber; frequency selective surface; artificial magnetic conductor; fss; ebg"	31	"<table><tr><td>Micro-level field;</td><td>1289</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee antennas and propagation society international symposium; ieee transactions on antennas and propagation; microwave and optical technology letters; ieee antennas and wireless propagation letters; optics express</td></tr><tr><td>Terms;</td><td>metamaterial absorber; frequency selective surface; artificial magnetic conductor; fss; ebg</td></tr></table>"	0.9365	-0.3158	5	31
"emergy; emergy analysis; emergy evaluation; heat recovery steam generator; combined cycle power plant"	31	"<table><tr><td>Micro-level field;</td><td>1955</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy; applied thermal engineering; energy conversion and management; international journal of exergy; journal of cleaner production</td></tr><tr><td>Terms;</td><td>emergy; emergy analysis; emergy evaluation; heat recovery steam generator; combined cycle power plant</td></tr></table>"	0.6218	-0.1038	3	31
"silsesquioxane; polyhedral oligomeric silsesquioxane; poss; cage; octa"	30	"<table><tr><td>Micro-level field;</td><td>2537</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>macromolecules; polymer; journal of applied polymer science; journal of polymer science part a-polymer chemistry; rsc advances</td></tr><tr><td>Terms;</td><td>silsesquioxane; polyhedral oligomeric silsesquioxane; poss; cage; octa</td></tr></table>"	0.488	-0.5409	3	30
"photometric stereo; reflectance; shading; global illumination; transparent object"	30	"<table><tr><td>Micro-level field;</td><td>1753</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>computer graphics forum; acm transactions on graphics; lecture notes in computer science; proceedings of spie; ieee conference on computer vision and pattern recognition</td></tr><tr><td>Terms;</td><td>photometric stereo; reflectance; shading; global illumination; transparent object</td></tr></table>"	0.6404	0.4187	5	30
"pervaporation separation; gas transport property; co2 ch4 separation; trimethylsilyl; intrinsic microporosity"	30	"<table><tr><td>Micro-level field;</td><td>954</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of membrane science; journal of applied polymer science; separation and purification technology; industrial & engineering chemistry research; polymer</td></tr><tr><td>Terms;</td><td>pervaporation separation; gas transport property; co2 ch4 separation; trimethylsilyl; intrinsic microporosity</td></tr></table>"	0.5028	-0.4914	3	30
"turbulent rayleigh benard convection; turbulent non turbulent interface; helicity; shell model; burgers turbulence"	30	"<table><tr><td>Micro-level field;</td><td>437</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of fluid mechanics; aip advances; physical review e; international journal of heat and fluid flow; journal of turbulence</td></tr><tr><td>Terms;</td><td>turbulent rayleigh benard convection; turbulent non turbulent interface; helicity; shell model; burgers turbulence</td></tr></table>"	0.7574	-0.1562	3	30
"hyperspectral imaging; spectrometry; oxygen saturation; interferometer; retinal oximetry"	28	"<table><tr><td>Micro-level field;</td><td>2608</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; applied optics; spectroscopy and spectral analysis; optics express; acta physica sinica</td></tr><tr><td>Terms;</td><td>hyperspectral imaging; spectrometry; oxygen saturation; interferometer; retinal oximetry</td></tr></table>"	0.542	-0.0563	3	28
"ground source heat pump system; borehole heat exchanger; ground; energy pile; thermal response test"	27	"<table><tr><td>Micro-level field;</td><td>1978</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy and buildings; applied thermal engineering; geothermics; renewable energy; energy procedia</td></tr><tr><td>Terms;</td><td>ground source heat pump system; borehole heat exchanger; ground; energy pile; thermal response test</td></tr></table>"	0.6306	-0.1154	3	27
"ysz; zirconia; garnet; sensor; nasicon"	27	"<table><tr><td>Micro-level field;</td><td>1740</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>solid state ionics; sensors and actuators b-chemical; journal of power sources; journal of the electrochemical society; chemistry of materials</td></tr><tr><td>Terms;</td><td>ysz; zirconia; garnet; sensor; nasicon</td></tr></table>"	0.6632	-0.5365	3	27
"incompressible navier stokes equation; lid; turbulent natural convection; surface radiation; square cavity"	27	"<table><tr><td>Micro-level field;</td><td>876</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of heat and mass transfer; numerical heat transfer part a-applications; international journal of thermal sciences; international communications in heat and mass transfer; heat and mass transfer</td></tr><tr><td>Terms;</td><td>incompressible navier stokes equation; lid; turbulent natural convection; surface radiation; square cavity</td></tr></table>"	0.7209	-0.225	3	27
"monopole antenna; uwb antenna; microstrip antenna; pifa; mobile handset"	27	"<table><tr><td>Micro-level field;</td><td>64</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>microwave and optical technology letters; ieee antennas and propagation society international symposium; ieee transactions on antennas and propagation; ieee antennas and wireless propagation letters; electronics letters</td></tr><tr><td>Terms;</td><td>monopole antenna; uwb antenna; microstrip antenna; pifa; mobile handset</td></tr></table>"	1.0139	0.0326	5	27
"essential work; reactive compatibilization; dynamic vulcanization; ground tire rubber; coalescence"	26	"<table><tr><td>Micro-level field;</td><td>616</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of applied polymer science; polymer; polymer engineering and science; macromolecules; european polymer journal</td></tr><tr><td>Terms;</td><td>essential work; reactive compatibilization; dynamic vulcanization; ground tire rubber; coalescence</td></tr></table>"	0.5446	-0.4573	3	26
"synthesis; sol gel; body fluid; vitro bioactivity; hydroxyapatite coating"	24	"<table><tr><td>Micro-level field;</td><td>47</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>key engineering materials; journal of materials science-materials in medicine; materials science & engineering c-materials for biological applications; biomaterials; ceramics international</td></tr><tr><td>Terms;</td><td>synthesis; sol gel; body fluid; vitro bioactivity; hydroxyapatite coating</td></tr></table>"	0.2551	-0.4098	3	24
"interfacial reaction; solder joint; free solder; sn ag cu; electromigration"	23	"<table><tr><td>Micro-level field;</td><td>425</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>journal of electronic materials; electronic components and technology conference; microelectronics reliability; journal of materials science-materials in electronics; journal of alloys and compounds</td></tr><tr><td>Terms;</td><td>interfacial reaction; solder joint; free solder; sn ag cu; electromigration</td></tr></table>"	0.8183	-0.3674	3	23
